['media_451348_frame_779.jpeg', '0.321216617210683', '0.397891963109354', '0.0652818991097923', '0.100131752305666', 'Poecilosclerida']
['media_450891_frame_4615.jpeg', '0.84375', '0.677239574860365', '0.0842660282811642', '0.0709085732877827', 'narella sp.']
['media_450891_frame_4615.jpeg', '0.206342668863262', '0.688140556368961', '0.0717823311367381', '0.138711295482891', 'narella sp.']
['media_450891_frame_4855.jpeg', '0.558484349258649', '0.683748169838946', '0.0602656507413509', '0.114399978309202', 'narella sp.']
['media_450891_frame_7955.jpeg', '0.865684205107084', '0.721400683260126', '0.0961190623283911', '0.14219131283553', 'narella sp.']
['media_450891_frame_7955.jpeg', '0.844211160548758', '0.769399707174231', '0.072346534399073', '0.107892739005477', 'narella sp.']
['media_450891_frame_7702.jpeg', '0.15008494645799', '0.0849194729136164', '0.22804005354201', '0.318784230790087', 'narella sp.']
['media_450891_frame_7702.jpeg', '0.529626578802856', '0.248169838945827', '0.247977587863811', '0.406459790683802', 'narella sp.']
['media_450891_frame_7702.jpeg', '0.627083333333333', '0.573206442166911', '0.0323071114772103', '0.136978743018274', 'narella sp.']
['media_450891_frame_7972.jpeg', '0.48125', '0.264275256222548', '0.0858285282811642', '0.143404641830703', 'narella sp.']
['media_450891_frame_7972.jpeg', '0.509060955518946', '0.350658857979502', '0.096668211147721', '0.142859660539016', 'narella sp.']
['media_450891_frame_7972.jpeg', '0.668229166666667', '0.431223903259042', '0.105862163646348', '0.178035356000217', 'narella sp.']
['media_450891_frame_4045.jpeg', '', '', '', '', 'Euryalidae']
['media_450891_frame_4615.jpeg', '', '', '', '', 'Euryalidae']
['media_450898_frame_8571.jpeg', '0.445898778359511', '0.847049689440994', '0.045247054973822', '0.0760984587071544', 'narella sp.']
['media_450898_frame_8571.jpeg', '0.219022687609075', '0.343167701863354', '0.0252481457242583', '0.0873878536922015', 'narella sp.']
['media_450898_frame_8571.jpeg', '0.3375', '0.363532321141017', '0.0211851003490401', '0.052208419599724', 'narella sp.']
['media_450897_frame_2187.jpeg', '0.721875', '0.12111801242236', '0.0470304319371728', '0.105733839429492', 'narella sp.']
['media_450897_frame_8395.jpeg', '0.302263307155323', '0.348780768345986', '0.0612947207678883', '0.0896365309408788', 'narella sp.']
['media_450897_frame_6833.jpeg', '', '', '', '', 'Zoantharia']
['media_450916_frame_8481.jpeg', '', '', '', '', 'Euryalidae']
['media_450877_frame_7762.jpeg', '', '', '', '', 'Keratoisidinae']
['media_450877_frame_1198.jpeg', '', '', '', '', 'Decapoda']
['media_450877_frame_8391.jpeg', '0.357472714168039', '0.157688032102381', '0.102423119165294', '0.275645301230952', 'Parazoanthidae']
['media_450877_frame_8601.jpeg', '0.400544858594179', '0.267203513909224', '0.0333093080724876', '0.0661298194241093', 'narella sp.']
['media_450877_frame_8601.jpeg', '0.148570496979681', '0.118594436310395', '0.0233045030203185', '0.0628870451710862', 'narella sp.']
['media_450877_frame_8601.jpeg', '0.350653830313015', '0.0641261319885039', '0.0170545030203185', '0.0525405346781628', 'narella sp.']
['media_450877_frame_7429.jpeg', '0.526967497254256', '0.447462176671547', '0.0347165019220207', '0.116929667588525', 'narella sp.']
['media_450877_frame_7429.jpeg', '0.0838541666666667', '0.382137628111274', '0.0421754873695772', '0.0882327422590966', 'narella sp.']
['media_450877_frame_7429.jpeg', '0.358333333333333', '0.858711566617862', '0.0419695565623284', '0.141288433382138', 'narella sp.']
['media_450877_frame_7429.jpeg', '0.326041666666667', '0.614202049780381', '0.0578133580450302', '0.07653869096036', 'narella sp.']
['media_450877_frame_6953.jpeg', '0.548958333333333', '0.830893118594436', '0.0251767572762219', '0.0802179925166748', 'narella sp.']
['media_450877_frame_6953.jpeg', '0.195833333333333', '0.571742313323573', '0.0710272515101593', '0.0801095385282793', 'narella sp.']
['media_450877_frame_6953.jpeg', '0.438020833333333', '0.711566617862372', '0.0179099739154311', '0.0532481969524429', 'narella sp.']
['media_450877_frame_6953.jpeg', '0.286458333333333', '0.58199121522694', '0.0574461147721032', '0.0726384144026897', 'narella sp.']
['media_450877_frame_6953.jpeg', '0.410416666666667', '0.604134808307575', '0.0719599464579901', '0.0745688953961282', 'narella sp.']
['media_450877_frame_6953.jpeg', '0.125205930807249', '0.56515373352855', '0.0440649025260846', '0.0802166368418199', 'narella sp.']
['media_450877_frame_6833.jpeg', '0.154166666666667', '0.762811127379209', '0.0538234486545854', '0.123299983731902', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.339785831960461', '0.503660322108346', '0.0253183347062054', '0.0435619001138767', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.35502471169687', '0.475841874084919', '0.0538294549697968', '0.0713803481373027', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.421434822899506', '0.443217558700721', '0.0404353720483251', '0.0688194783363158', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.161861614497529', '0.445095168374817', '0.0245967188358045', '0.0502752019955534', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.628125', '0.516559568353126', '0.0322067202086765', '0.0695515427579849', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.2578125', '0.480555555555556', '0.0255482907742998', '0.0516552789978852', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.46858010708402', '0.466325036603221', '0.0522532262493135', '0.0707120004338159', 'narella sp.']
['media_450877_frame_6413.jpeg', '0.179159802306425', '0.435578330893119', '0.0296943643602416', '0.0709031505883629', 'narella sp.']
['media_450877_frame_4795.jpeg', '0.938020833333333', '0.635034705276286', '0.0475640101592532', '0.083483813242232', 'narella sp.']
['media_450877_frame_4795.jpeg', '0.643598984074684', '0.823160349221843', '0.0848417764964305', '0.148561628978906', 'narella sp.']
['media_450877_frame_4795.jpeg', '0.581770833333333', '0.536603221083455', '0.0294318025809995', '0.0735819641017298', 'narella sp.']
['media_450877_frame_4795.jpeg', '0.650520833333333', '0.538067349926794', '0.0282271073585942', '0.127673390813947', 'narella sp.']
['media_450877_frame_4795.jpeg', '0.911458333333333', '0.549780380673499', '0.0308141131246568', '0.0502196193265007', 'narella sp.']
['media_450877_frame_4795.jpeg', '0.665402766337177', '0.610236700829673', '0.0345852210323997', '0.151682392494984', 'narella sp.']
['media_450877_frame_4127.jpeg', '0.587466536243822', '0.602224662436961', '0.0987009198242721', '0.145550675126078', 'narella sp.']
['media_450877_frame_4127.jpeg', '0.0057660626029654', '0.464860907759883', '0.0994422707303679', '0.174027981129006', 'narella sp.']
['media_450877_frame_4127.jpeg', '0.0057660626029654', '0.428989751098097', '0.0739214373970346', '0.148788026679681', 'narella sp.']
['media_450877_frame_4127.jpeg', '0.725', '0.567349926793558', '0.0550658978583196', '0.0919093324657014', 'narella sp.']
['media_450877_frame_8601.jpeg', '0.65460255354201', '0.277452415812592', '0.0308141131246568', '0.107732769372594', 'narella sp.']
['media_450877_frame_8601.jpeg', '0.8', '0.184480234260615', '0.0610224464579902', '0.104408654628274', 'narella sp.']
['media_450877_frame_7612.jpeg', '0.571354166666667', '0.723279648609078', '0.0419077773201537', '0.145238869909441', 'narella sp.']
['media_450877_frame_7612.jpeg', '0.7984375', '0.318448023426061', '0.0368178542009885', '0.0667371617591237', 'narella sp.']
['media_450877_frame_7612.jpeg', '0.0401041666666667', '0.0885797950219619', '0.0435037410763317', '0.100309093866927', 'narella sp.']
['media_450877_frame_7612.jpeg', '0.772395833333333', '0.214494875549048', '0.0356766543108183', '0.0669866059324331', 'narella sp.']
['media_450877_frame_7612.jpeg', '0.361979166666667', '0.759108779350361', '0.0349198585941791', '0.120520850279269', 'narella sp.']
['media_450877_frame_7612.jpeg', '0.840625', '0.309663250366032', '0.0214013591433279', '0.0662626755598937', 'narella sp.']
['media_450877_frame_6953.jpeg', '', '', '', '', 'Euryalidae']
['media_450900_frame_1918.jpeg', '0.744947747450445', '0.385503316884479', '0.0704541090014818', '0.157037925757219', 'Parazoanthidae']
['media_450900_frame_5376.jpeg', '0.375840026084569', '0.294680331869204', '0.113757035969247', '0.219181443522586', 'narella sp.']
['media_450900_frame_3116.jpeg', '0.329901153212521', '0.240117130307467', '0.0471821801208127', '0.0904384252480885', 'narella sp.']
['media_450900_frame_3116.jpeg', '0.857291666666667', '0.499548560273304', '0.046136223228995', '0.0717477360229922', 'narella sp.']
['media_450900_frame_389.jpeg', '0.79375', '0.188544547475733', '0.0328562602965404', '0.0920110080798221', 'narella sp.']
['media_450900_frame_389.jpeg', '0.0', '0.708333333333333', '0.0993701949478309', '0.255063445583211', 'narella sp.']
['media_450900_frame_629.jpeg', '0.626041666666667', '0.322222222222222', '0.0325250549148819', '0.0738246299007646', 'narella sp.']
['media_450900_frame_629.jpeg', '0.542421746293245', '0.236456808199122', '0.0330990870400878', '0.094098747356434', 'narella sp.']
['media_450900_frame_629.jpeg', '0.605208333333333', '0.148729732660919', '0.0295304777594727', '0.0771961932650073', 'narella sp.']
['media_450900_frame_629.jpeg', '0.2359375', '0.824074074074074', '0.0556605230642504', '0.114432514505721', 'narella sp.']
['media_450890_frame_535.jpeg', '0.456973802906183', '0.179421729421729', '0.115264469962941', '0.548321398321398', 'Parazoanthidae']
['media_450890_frame_1724.jpeg', '0.0203125', '0.00207900207900208', '0.744984579188609', '0.997920997920998', 'Parazoanthidae']
['media_450890_frame_3476.jpeg', '0.5296875', '0.682952182952183', '0.084510008289448', '0.149455224455224', 'Parazoanthidae']
['media_450890_frame_4195.jpeg', '', '', '', '', 'Ophiuroidea']
['media_450890_frame_2877.jpeg', '0.234895833333333', '0.53950103950104', '0.0636766749561147', '0.203091553091553', 'narella sp.']
['media_450890_frame_4465.jpeg', '0.7203125', '0.695256795256795', '0.0643568973083674', '0.189002464002464', 'narella sp.']
['media_450890_frame_4135.jpeg', '0.80282542178662', '0.508760683760683', '0.0193454993173395', '0.0565584815584816', 'narella sp.']
['media_450890_frame_3746.jpeg', '0.696354166666667', '0.673596673596674', '0.0233649673298224', '0.0745514745514746', 'narella sp.']
['media_450890_frame_3746.jpeg', '0.888823873610298', '0.556133056133056', '0.036696959723035', '0.0864595364595364', 'narella sp.']
['media_450890_frame_3746.jpeg', '0.316473754144724', '0.68947408947409', '0.0517554125219426', '0.0503407253407253', 'narella sp.']
['media_450890_frame_3476.jpeg', '0.456770833333333', '0.715176715176715', '0.0353523624926858', '0.0776642026642026', 'narella sp.']
['media_450890_frame_3476.jpeg', '0.135416666666667', '0.726851851851852', '0.0331029354398283', '0.059010934010934', 'narella sp.']
['media_450890_frame_3476.jpeg', '0.00208333333333333', '0.739085239085239', '0.0447276672518042', '0.113692538692539', 'narella sp.']
['media_450890_frame_809.jpeg', '', '', '', '', 'Euryalidae']
['media_450938_frame_3506.jpeg', '0.756648624926858', '0.37974512974513', '0.0282472084064756', '0.0763783013783013', 'narella sp.']
['media_450938_frame_3506.jpeg', '0.184318314803979', '0.274428274428274', '0.0333900185293544', '0.0626087626087626', 'narella sp.']
['media_450938_frame_3506.jpeg', '0.1', '0.782407407407407', '0.0328262141603277', '0.0907734657734658', 'narella sp.']
['media_450938_frame_3506.jpeg', '0.0520833333333333', '0.837037037037037', '0.0520711429685976', '0.0704473704473705', 'narella sp.']
['media_450938_frame_3506.jpeg', '0.626097132826214', '0.444906444906445', '0.0280695338404526', '0.0856491106491106', 'narella sp.']
['media_450938_frame_6263.jpeg', '0.813541666666667', '0.316008316008316', '0.0524618441583771', '0.160843535843536', 'Parazoanthidae']
['media_450938_frame_6503.jpeg', '0.885352362492686', '0.134095634095634', '0.0292309708406476', '0.113126588126588', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.265502791593525', '0.413721413721414', '0.104809708406475', '0.16035266035266', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.279166666666667', '0.342706167706168', '0.0994791666666667', '0.174886424886425', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.177411254144724', '0.507879032879033', '0.077276245855276', '0.126380226380226', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.0994791666666667', '0.599074074074074', '0.0509011727130876', '0.083878108878109', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.233854166666667', '0.625', '0.0651510995708991', '0.11512474012474', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.745465184318315', '0.163201663201663', '0.0873473156816852', '0.104390929390929', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.794791666666667', '0.195426195426195', '0.08408486931929', '0.163833063833064', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.643229166666667', '0.260914760914761', '0.106331980202848', '0.134455609455609', 'narella sp.']
['media_450938_frame_6503.jpeg', '0.6109375', '0.451851851851852', '0.0865464087185488', '0.178085778085778', 'narella sp.']
['media_450938_frame_5214.jpeg', '0.8234375', '0.480555555555556', '0.0308632606787595', '0.0672614922614923', 'narella sp.']
['media_450938_frame_5214.jpeg', '0.78125', '0.457380457380457', '0.0350168227033353', '0.0546565796565796', 'narella sp.']
['media_450938_frame_5214.jpeg', '0.158333333333333', '0.413417263417263', '0.0485661083479618', '0.0625086625086625', 'narella sp.']
['media_450938_frame_5214.jpeg', '0.865560695826019', '0.344330869330869', '0.0667309708406476', '0.0964098714098714', 'narella sp.']
['media_450938_frame_5214.jpeg', '0.806904622586308', '0.355509355509356', '0.050387044080359', '0.0815276815276815', 'narella sp.']
['media_450896_frame_6653.jpeg', '0.221354166666667', '0.778004928004928', '0.0530753242637019', '0.0868098868098869', 'Parazoanthidae']
['media_450896_frame_8091.jpeg', '0.181239688665704', '0.600354793896461', '0.0813918173832022', '0.101200308447652', 'narella sp.']
['media_450896_frame_8091.jpeg', '0.281444187748379', '0.495111644764423', '0.0461490494966337', '0.0595859022148292', 'narella sp.']
['media_450896_frame_7132.jpeg', '0.817128916880458', '0.6202046601215', '0.0270088124317311', '0.0960153561911089', 'narella sp.']
['media_450896_frame_7132.jpeg', '0.549906016256105', '0.275726606183987', '0.0281115656951017', '0.049073493060557', 'narella sp.']
['media_450896_frame_6653.jpeg', '0.489366738646961', '0.684470373139812', '0.025184323923435', '0.0757946996252609', 'narella sp.']
['media_450896_frame_6653.jpeg', '0.505672352582935', '0.665214750973587', '0.0146757892545336', '0.0872540639952282', 'narella sp.']
['media_450896_frame_5124.jpeg', '0.734468724539915', '0.642170466884604', '0.0271204647621687', '0.101881571264656', 'narella sp.']
['media_450896_frame_5124.jpeg', '0.707927712279964', '0.578862935228676', '0.0189554290861535', '0.0387172929284753', 'narella sp.']
['media_450896_frame_2637.jpeg', '0.6140625', '0.708333333333333', '0.0360252706260971', '0.0744109494109495', 'narella sp.']
['media_450896_frame_2637.jpeg', '0.2859375', '0.640740740740741', '0.0393989540667057', '0.0733964733964735', 'narella sp.']
['media_450896_frame_2637.jpeg', '0.4640625', '0.765740740740741', '0.0262827311293153', '0.066899591899592', 'narella sp.']
['media_450896_frame_4705.jpeg', '0.0869791666666667', '0.672222222222222', '0.0768593353813146', '0.126114576114576', 'narella sp.']
['media_450896_frame_4705.jpeg', '0.50625', '0.82037037037037', '0.0595779695728496', '0.113101563101563', 'narella sp.']
['media_450896_frame_4705.jpeg', '0.753645833333333', '0.635185185185185', '0.0672582041154672', '0.116374066374066', 'narella sp.']
['media_450896_frame_4705.jpeg', '0.6875', '0.340740740740741', '0.0216866588648332', '0.045953645953646', 'narella sp.']
['media_450880_frame_6593.jpeg', '0.537741369221767', '0.231808731808732', '0.0669461307782329', '0.17004312004312', 'Parazoanthidae']
['media_450880_frame_1918.jpeg', '0.449479166666667', '0.457223001402525', '0.0473662592008412', '0.114999220819698', 'narella sp.']
['media_450880_frame_1918.jpeg', '0.271073926945047', '0.451079680165246', '0.0589360806283359', '0.14265022708344', 'narella sp.']
['media_450880_frame_1918.jpeg', '0.403256230934269', '0.285266687663372', '0.0493946227972342', '0.0756803867550806', 'narella sp.']
['media_450880_frame_1918.jpeg', '0.501097053985114', '0.513009833991247', '0.0166985732114794', '0.0567822560333559', 'narella sp.']
['media_450880_frame_1918.jpeg', '0.566318123192692', '0.203483697282296', '0.0194977838966413', '0.0394011732968174', 'narella sp.']
